product_name,rating,cleaned_review,Sentiment,Sentiment_Score
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,camera display quality awesome battery need improve better design premium feel good hand im rating 75 10 heating bit,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,samsung s23 fe best mobile heating battery drone,Positive,1
"SAMSUNG Galaxy S23 FE (Purple, 256 GB) Reviews",5,great performance,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,lookwise good performance price top notch display quality good display brightness awsome camara average battery backup wow network connectivity good got ruppes 12500 decent device daily usages overall experience satisfied,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good luking heavy battery backup,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,front selfie camera,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,bought phone brother loved colour phone 13k good phone everyday use camera 4 display 5 sound 5 performance 4 overall 4,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,processer good looks good camera average heating charging,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,best mobile price rangedont think go itand btw camera quality speaker quality amazing loud stereo speakers slim phone crimson bliss colour besta special thanks vivo,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone look smart choice 5g super fast,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,battery 1010 camera 610 performance 710,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,sound quality awesome dual speaker,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nic,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,wonderful product vivo snapdragon 6 gen1 processor totally lag free smooth performance cameras night mode loved price range dual stereo speaker worked properly loudness battery massive like 2 days run normal use overall satisfy producthappy shopping flipkart,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,best choice nice experience overall good phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,features amazing laging awesome looks,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,vivo t3x 5g fantastic smartphone delivers excellent performance price 5g connectivity ensures superfast internet speeds great streaming gaming browsing without lag display vibrant sharp making videos images look stunning battery life impressive lasting easily day heavy use fast charging bonus camera quality topnotch capturing detailed vibrant photos even low light overall read,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,fully satisfied vivo t3x light weight superior design thanks flipkart,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,excellent superb performances mobile phone fantastic go one best mobile vivo,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,camera working properly portrait mode photo quality becomes bad portrait mode,Negative,-1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice pic good best camera good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,super,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",3,recently bought model performance battery life wise mobile excellent design display good camara quality poor audio sound quality worst suggest mobile lite use u buy parents,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,rear camera awesome front camera average rest ok,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,best,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,reviews vivo t3x 5g generally positive noting battery life performance design however also mention average lowlight camera lack ultrawideangle lens insights reviews battery lifevivo t3x 5g large battery offers allday battery life performancevivo t3x 5g blazingfast performance designvivo t3x 5g unique design cameracamera quality top notch others say back camer read,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,value money battery good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,value money,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,value money,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone price range powerful processer,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,fabulous phone awesome brand gjbbb battery back mast camera brand brand,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,going buy must buy buy 6gb 128gb version 4gb version heats much camera 1010 display 109 multiple tasking 1010 battery 1110 performance 1010 charging fast less bloat wares,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,best phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,awesome,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,performance good finethanks filpcart,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice products vivo t3x nice products nice products,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",3,mobile mark performance gud cameras decent apps frozen sometimes mobile hanging gud mobile price range,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,battery good display 109 camera 109 design 1010,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",3,nice phone camera worst upset price buyed previously used vivo 1820 lot features camera 13 mp picture quality good even zoomed compared oppo motorola contacts phone dial page changed,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",3,camera could improved per price range performance looks battery expected price,Negative,-1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good mobile better sound experiences good quality mobile,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,camera good 6000 mah battery like 4500 mah battery display price good design awesome performance price awesome,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,best model ese use app vivot3 ese user,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,amazing product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,performance fabulous,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,good device buy must,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice nice,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,wonderful performance 4nm processor high camera quality,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,120hz smooth phone best gaming battery backup also good camara also good price range rest good best phone price segment,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good battery backup,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,camera 4 5 battery 5 5 display 5 5 design 5 5 performance 5 5 fact charging available opinion use 7 days love pohe highly recommended product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,best product battery performance high,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,phone nice cemara average battery nice overall good phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,product good like battery processor performance hate selfie camera bad totally garbage selfie camera,Negative,-1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good quality camara,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,great looking great battery great design overall budget friendly compact,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,awesome using 5 day review phone good guys buy product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,hope department makes degine performance good budgesti want mobiles well functioning system,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,price nice mobile,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice mobile sound super,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone vivo t3x,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good design,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,good mobile price range performance overall good like mobile,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,every thing fine play heavy gaming like cod bgmi new state extreme phone hot,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good like design 6gen rate high compare 6gb ram,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,great phone price point great performance heating issue great design battery lasts 1 half dayonly front camera average 8 mp display super amoled,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nic mobile,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good product,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,product good camera quality nice,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,nice phone mobile slime performance bes battery backup good overall value money,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,excellent mobile parfomance good battery ok camera front little bit improve,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,perfect allrounder budget,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",4,best mobile compare mob,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,value money,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,absolutely awesome mobile price thanks flipkart best product affordable prices 1 camera good 2 display super 3 battery excellent 4 speaker super 5 performance excellent phone looks amazing words vivo t3x better mobile market price worth every penny thanks flipkart,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,good phone,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,value money product also recommend buy product,Neutral,0
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",5,excellent mobile range camera performance good,Positive,1
"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",2,gaming performance bed,Neutral,0
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,phone awesome interfaceui good overall camera also good price,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,excellent mobile super undi aa price ki chala batter iphone feeling undi nijamga,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,okay dont know people saying camera good must say one best camera ever used ill update pic future performance good genshin run low smoothly new update fixed front camera much photoshop,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,product good back cover need metallic sim tray quality seems good software good fast ui good ringtones boring design good support 33 watt fast nothing charger yet available online offline 45 watt 65 watt charger available waiting availability 33 watt charger use dual sim memory card due low space sim tray either choose 1 memory card 1 si read,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,performance camera quality battery good,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,really impressive mobile good camera good battery backup good charging time also 45 minutes full charge really 16k mobile go one disappointment giving adaptor please give adaptor,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,camera ok noise night video stabilizer awesome performance amazing,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,features fine per value camera 35 display 55 battery 55 software 45,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,love design best performing os segment,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,value money,Neutral,0
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,look awesome value money,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,nice phone price range,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,nice phone,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,camera nice,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,best value money phone,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",3,charging phone feel earthing nuts literally feel shock guys please careful using phone charging,Negative,-1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,product nice money value,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,good deal price detailed camera review soon,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,product good mobile slippery hand look wise also decent charger adaptor provided along phone transparent back cover also missing,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,go theres need wait front camera amazing clean os,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,best phone price range,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,mobile phone fantastic design stylish features advanced performance exceptional im truly impressed quality functionality thanks nothing,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,really good phone price range go,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,best mobile,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,good phone display really good camera needs improvement nothing os 26 awesome clean smooth ui battery usage superb,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,using one month let rate functionalities 10 battery 910 design 1010 display 710 camera 410 sound 710 haptics 710 brightness 710,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,best phone 15k20k youre wanting great performance based phone buying mom loved camera good phone long term use without lagging issues,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,superb,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,go,Neutral,0
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,simply excellent price worth super design super fast simply super,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,smooth price range camera performance average good battery life,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",3,approx 2 months use display hanging problem much battery backup less average average cameraso please dont buy phone totally waste money,Negative,-1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,good phone price got bbd sale dad bcoz clean software experience zero bloatware usage minimal 1 design 45 plastic quality good feels solid unique colours modular design price great accesories great 2 display 45 price amoled display 120hz good indisplay fingerprint 3 camera 35 front rear cameras average daylight decent even slight low light read,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,ph outstanding price range software experience smooth one beat comes software department value money camera ok ok type suggest use lmc84 gcam best result,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",3,camera expected may add accessories also,Negative,-1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,overall product good moderate usage heavy gaming casual gaming though software awesome camera good,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,camera decent best price design superb different experience android,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,best phone budget,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,camera 355 display 55 performance 45 speakers single 35 software 55 battery backup 455 overall mobile good pricecharger charger charger,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,camera good overall good 15k,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",3,camera good pls dont use locel charger current pass screws pls dont buy phone,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",3,good billd quality nice cemara scrow drive comes box sim egecter charging drain fast light heating,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,best phone budget superb build quality superb camera quality superb sound quality best design budget,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,nice phone,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,thats great worth,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,review 2 weeks usage pros 1 clean ui ads bloatware 2 impressive battery life 3 great performance 4 nothing os provides clean smooth experience 5 helpful nothing widgets cons 1 average camera quality,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,phone really imagination clean ui along processor something missing every chinese phone price range matter box product go wont ever regret,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,amazing experience value money iphone experience camera nice perfomancethanks big billion days always thankful flipkart,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,normally use iphone 14 pro bought phone mom mrwhosetheboss youtuber said hard digest good phone wrt budgets yes little compromises hardware camera fact runs stock android puts others loving really feel features thoughtfully developed kudos team nothing carl pie,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,nice product camera performance good smooth ui experience nothing os good use thanks flipkart service battery backup average need rectify pushing software update,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,nothing everything smooth working go low budget best phone,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,phone absolute value money 1 clean android experience ever seen absolutely zero bloatware fact even hide preinstalled google apps makes even better 2 nothing os absolute beast cloned apps many widgets double tap lock app lock individual apps pop view amazing features make standout pixel moto 3 33 w charging fast enough also good battery health 4 got rs 130 read,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,nice good,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,much value money performance top notch camera decent battery sufficient looks uncommon feels good hand amazing product nothing,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",3,big hang problem,Neutral,0
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,nice mobile unique design,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,wonderful phone nothing,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,nice,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,good phone choosing buying phone price range please must go cmf phone 1,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,nice budget phonecamera also goodsmooth displayeven using 60fps,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,bought bbd 13kfor 13k best option buymore 13k look options problem faced little bit heavy looks bulky keep one hand,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,request nothing company make always display feature available cmf phone 1 new update important phone good one feature missing due phone doesnt look good,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,great first day experience phone pros clean premium looking ui camera better expected photo taken device performance smooth till battery decent cons till could point single problem build quality back cover isnt good looks feels cheap overall product excellent ill update month,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,good mobile camera ok display os super 15000 best mobile,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,overall good daily use nothing ui good smooth use better stock android,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,nice phone little bit bigger si size,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",3,charger even given charger cable given please provide charger basis needed phone camera good,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",2,posting review 15 months usage pros 1 performance bgmi codm run 60 fps 2 clutterfree ui almost bloatware cons 1 durability less endurance water even splash water screw display less ip ratings display gone splash passing motorbike 2 camera comparison mobiles segment 3 slower charging read,Negative,-1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,perfectly working fine display upto mark,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,compared money phone good mobile phone absolutely value money want think getting phone definitely get advertise whether phone ok,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,giving 4 stars amazing phone worth every penny perfect im listing issues faced previous 5 days usage 1 calls disturbances heard receivers endits less frequent latest update 2while fast charging 33w charger felt shock back screws phone making unsuable sure whether common problem fault device issue present currently using backcover avoid shoc read,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,cmf phone 1 offers good quality amoled display making enjoyable watching movies user interface smooth performance adequate daily tasks audio output good although could better dual speakers 5g battery provides 7 8 hours normal usage camera good price enhanced gcam mod call quality good making strong contender budget category main drawback mono speake read,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,good go nice one even though budget phone quite highend features early review side hope last longer coz ive bought except samsung try another one,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,good phone segment jabardast smart bay,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,unbox 1st sale order good one per expected,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,price one beat display awesome n fast processing everything works fineand android version without third party software,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,rounder budget friendly phone design unique smooth ui good battery backup,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,awesome phone 16k decent look product finishing good cmf directly competes nothing 2a,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,good,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,good looking phone feels gud handy camera quality better compare segments,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",3,camera leg dull software little hanging problem,Negative,-1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,ill keep crisp short want performance budget 16k go using last 7 days review design5 battery4 charging speed5 display5 processor5 camera3 go use camera much overall great package,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,great value money best phone 15k,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,pros feel like iphonehardware design display quality software top notch cons comparatively heavy screen size language selection minor issue englishindia missing camera ois support sugg would screen size 63 real game changer mobile generation perfect competition iphones bigger phones uncomfortable one hand lost premium feelrefersh rate optional 90hz read,Negative,-1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",3,battery performance mark,Neutral,0
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,cmf nothing phone 1 excellent smartphone must say lived hype reasons buy phone 1 unique eyecatching design 2 replaceable back covers 3 super amoled display 4 indisplay fingerprint 5 nothing os 6 affordable price first experience nothing os must admit addictive love widgets decorate screen widgets decoration one thing widgets purpose useful read,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",5,great product audience basic regular use buy heavy user great stock android bloatware much customization available every aspect,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,first impression looks good phone clean unnecessary recommendation download app useless pre installed app gallery app phone clicked photos access google phots using file manager phone comes screen protection charging cable sim ejector tool charger box phone runs smoothly display good,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,everything good,Positive,1
"CMF by Nothing Phone 1 (Black, 128 GB) Reviews",4,phone best compared similar battery drains really fast,Positive,1
